,review_body,headline,rating_value
4452,"Bewertung zur INGIch bin durch den Black Friday Deal auf die ING aufmerksam geworden und habe mich für das Girokonto entschieden. Insgesamt bin ich sehr zufrieden, besonders da das Konto für mich komplett kostenlos ist – ein großer Vorteil im Vergleich zu meiner bisherigen Hausbank, der Sparkasse, bei der ich monatlich zwischen 10 und 13 € für mein Girokonto zahlen musste.Die versprochenen Boni wurden zügig ausgezahlt, was ich sehr positiv finde. Allerdings gab es bei der 200 € Willkommensprämie, die auf das Extra-Konto (Tagesgeldkonto) gutgeschrieben wurde, ein Problem: Es ist mir nicht möglich, diesen Betrag auf mein Girokonto zu überweisen oder anderweitig abzubuchen.Ich habe den Kundenservice vor zwei Tagen kontaktiert, jedoch bisher keine Antwort erhalten. Hier zeigt sich ein deutlicher Unterschied zur Sparkasse, bei der ich während der Geschäftszeiten innerhalb von maximal 30 Minuten eine Rückmeldung von meinem persönlichen Ansprechpartner erhalte.Zusammenfassend finde ich das Angebot der ING attraktiv und modern, doch der Kundenservice sollte gerade bei neuen Kundenanfragen deutlich schneller und direkter reagieren, um langfristig zu überzeugen.",Bewertung zur ING,2
4453,"Die Eröffnung von Girokonto und Depot waren sehr einfach und schnell. Die online Verifizierung war eine Katastrophe, da der Mitarbeiter kaum deutsch konnte und ich ihn schlecht verstanden habe. Der Depot Übertrag hat wegen den Russland Sanktionen nicht reibungslos geklappt. Der Kontowechselservice hat auch nicht geklappt. Die meisten Bankdaten musste ich online manuell ändern. ",Könnte besser sein ,3
4454,Sehr ein Fach und logisch auch für ältere Semester ,Sehr ein Fach und logisch auch für…,5
4455,"Application great, they opened my account quickly but there is a big downside I opened the account last December, I ordered cards for the account well to this day I have not received them, no one can answer why, so I only have a virtual card but through it it is impossible to withdraw money I have been waiting for the card for over a month now ",Aplikacja super,1
4456,kompetente Ansprechpartnerin und direkte Hilfe,Kompetente Ansprechpartnerin und…,5
4457,Habe bisher sehr gute Erfahrungen gemacht wenn ich telefonisch Hilfe gebraucht habe.Die Kundenbetreuer sind immer sehr freundlich und hilfsbereit und zeigen auch Verständnis wenn man den Hintergrund zu den teilweise wirklich sehr behindernden Datenschutzmaßnahmen nicht nachvollziehen kann.,Sehr freundliche Kundenbetreuer,5
4458,"einfach, verständlich und bequem,so geht Bank !",einfach,5
4459,"Ich hatte ein Telefonat zur Beratung wegen einer Belastung meiner Kreditkarte, die ich weder veranlasst noch freigegeben hatte. Nach Beanstandung der Buchung hatte ich innerhalb von 2 Tagen mein Geld zurück (incl. der Gebühren für Zahlungen in Fremdwährungen).Ein solcher Kundenservice ist heute schon was Besonderes! Hut ab und besten Dank!👍",Nicht autorisierter Zugriff auf meine Kreditkarte,5
4460,"Beste Bank, die ich bisher hatte. Warte noch auf die Echtzeitüberweisung im Browser und möglichst ohne 1000 € Limit. Autokredit, Rahmenkredit und Depot neben dem Girokonto auch sehr empfehlenswert! App funktioniert immer tadellos. Bin nach wie vor begeistert von der ING",Beste Online Bank,5
4461,"Eine unerlaubte Verwendung meiner Kreditkarte.Nachdem ich die unerlaubte Verwendung meiner Kreditkarte bei der ING gemeldet hatte, brauchte ich nur ein paar Klicks und valide Eingaben machen, schon war mir geholfen. Eine neue Kreditkarte ist unterwegs, nachdem die alte gesperrt worden ist. Und im gleichen Vorgang erhielt ich die Erstattung. Das überzeugt mich weiter bei der ING sicher zu sein.",Eine unerlaubte Verwendung meiner…,5
4462,Ich habe ein Girokonto beantragt. Dem Antrag wurde stattgegeben. Ich erhielt VISA-Karte und Giro-Card. Das Girokonto wurde nach 4 Wochen immer noch freigegeben. Karten gehe zurück.Ich bin enttäuscht. ,Ich habe ein Girokonto beantragt,1
4463,"Jemand hat meine Kartennumer missbraucht. Innerhalb weniger Minuten war das Geld zurück auf meinem Konto. Außderdem wurde die Karte sofort gesperrt und der Versand einer neuen veranlasst.Sehr guter Service !!!!!!""",Jemand hat meine Kartennumer…,4
4464,Hervorragender Service ,Hervorragender Service,5
4465,"Die Bank ist absolut kundenfreundlich. Man kann mit der Visacard kostenlos an fast jedem Bankautomaten Geld abheben, die Mitarbeiter sind gut telefonisch zu erreichen und beraten freundlich und kompetent, auch ältere Menschen wie wir die an manchen Stellen Probleme mit der Technik haben.Kürzlich wurden meine Daten geklaut und unrechtmkäßig Geld von meinem Konto abgehoben. Die ING hat mir das Geld sofort in Eigenleistung erstattet. Wir sind jetzt seid ca. 10 Jahren bei der ING und haben keinerlei schlechte Erfahrung",Die Bank ist absolut kundenfreundlich,5
4466,"Bin mit dem Kundenservice der Ing nicht zufrieden. Konnten nicht helfen und hatten anscheinend auch keine Lust. Vorher konnte ich keine Überweisungen tätigen. Abbuchung von der Kreditkarte ging auch nicht. Zugang vom Laptop aus Fehlanzeige.Nach dem Tipp des Berater komme ich jetzt nicht mal mehr rauf.  Das mal etwas nicht geht OK aber wenn mir dabei nicht vernünftig geholfen wird. Wer ein günstiges Konto sucht ist hier richtig. Wer dazu auch noch Service will, lieber woanders suchen.  ","Schlechter Kundenservice, App und Zugang geht nicht!!!",2
4467,"Wir haben einen neuen Sparplan bei ING einrichten wollen. Über Passwort usw. war es nicht möglich. Also bei ING anrufen- leichter geschrieben als getan.Als wir endlich zu einer Mitarbeiterin in Homeoffice durchkamen, waren die Nerven schon arg strapaziert !Dann sollten wir über die App. auf das Konto zugreifen.Die tolle Mitarbeiterin Frau B.R. war suuuuuuper.nach einer Stunden hatte sie es geschafft, uns mit der App zu helfen und auszurüsten. Danke noch einmal für Ihr Fachwissen und Geduld. Ich war fast am Ende, Frau B.R. nicht, herzlichen Dank für ihre Hilfe !!",Wir haben einen geduldigen Engel gefunden !  !,5
4468,Einfach und unkompliziert ,Einfach und unkompliziert,5
4469,"Sehr geehrtes Team der UNG Bank,ich möchte Ihnen meinen aufrichtigen Dank für Ihre ausgezeichnete Sicherheitsstrategie aussprechen. Ihre schnelle Reaktion auf eine kritische Situation hat mir sehr geholfen und mich vor möglichen Schäden bewahrt.Ein besonderer Dank gilt der Mitarbeiterin, die sich mit mir in Verbindung gesetzt hat und mich während des gesamten Prozesses unterstützt hat. Ihr Engagement und Ihre Professionalität haben mir großes Vertrauen in Ihre Bank gegeben.Vielen Dank für Ihre hervorragende Arbeit und den außergewöhnlichen Kundenservice.Mit freundlichen Grüßen,Tatsiana Pilk ","Sehr geehrtes Team der UNG Bank,",5
4470,"Ich habe im November 2024 ein ING Konto als 19 Jähriger eröffnet. Ich rief heute bei der ING erneut an um ein Anliegen bezüglich der Einladung und den 100€ Wunschgutschein für das Depot zu klären. Ich hatte den Herrn G*d am Telefon. Er konnte 2 Anliegen perfekt lösen und erklärte mir beide Lösungen ausführlich.Aufgrund eines Missverständnisses einer anderen Mitarbeiterin, erhielt ich sogar eine Entschädigung!Ich kann nur sagen, dass ich heute den besten Kundenberater am Telefon hatte jemals und ihn sehr dankbar bin. Er hat definitiv Anerkennung verdient!",Exzellenter Kundenservice ,5
4471,Persönliche Beratung 5 Sterne. Navigation durch Software 3 Sterne. Wartezeit 3Sterne.,Persönliche Beratung 5 Sterne,4
4472,"Ich hatte heute mit einer Support-Mitarbeiterin zu tun. Sie war sehr freundlich und was noch wichtiger ist, kompetent und geduldig!So Stelle ich mir Support vor!Danke",Login für meine Frau,5
4473,"Ich hatte, oder habe noch eine Visa Card Beanstandung, bezüglich einer Zahlung, wofür ich aber bis jetzt erst einmal eine Gutschrift erhalten habe. Und wenn alles gut läuft, bleibt es dabei und ich bin noch zufriedener als jetzt. (Smartwatch von STAHLGEAR.)",Visa Card Beanstandung,5
4474,"Herr W. Mitarbeiter der INGdiBa, hat uns durch sein ruhige und fachliche Kompetenz sehr gut bei unserem Internet Banking Problem geholfen. An dieser Stelle möchten wir uns noch einmal ausdrücklich sehr herzlich bedanken.",Bester Ansprechpartner Online Banking Telefon-Beratung ,5
4475,"Sehr gute, verständliche Erklärung zum Umang mit Internet banking, unkomplizierte Bestellung einer neuen Girokarte. Sehr freundlich und höflich.","Umgang mit Internet, Kartenbestellung",5
4476,"Gerne gebe ich Feedback, wenn die Erfahrung die ich machen darf extrem positiv oder negativ ist.In diesem Fall darf ich mich beim Kundensupport und besonders bei Frau B.G. bedanken.So eine engagierte Mitarbeiterin wünschen sich die Kunden und ein gutes Unternehmen.Mein Anliegen konnte unkompliziert geklärt werden und das mit Engagement und Freundlichkeit.Solche MitarbeiterInnen braucht ein Unternehmen!!!Als Anmerkung darf ich jedoch einen Kommentar zurücklassen:Eine Kontaktaufnahme über die ""normal"" gewählte Telefonummer ist ein wenig ""mühsam"". Datenschutz und Sicherheit hin oder her.Da geht es aus der App deutlich schneller.Ein guter Service zeichnet sich auch durch einen niederschwelligen Zugang zu diesem aus ;-)",Tolle Mitarbeiterin,5
4477,Super kompetente Beratung und Problemlösung 👍🏻,Super kompetente Beratung,5
4478,"Sehr Gutes , für mein Anliegen ausgerichtetes Gespräch..mein Anliegen würde zu 100 % beantwortet. Herzlichen Dank.",Sehr gute Hilfe ,5
4479,Die persönliche Beratung war top Der Telefon Kontakt bis zum Menschen eine einzige Katastrophe ,Die persönliche Beratung war top ,5
4480,"Keine Flexibility für Kundenanliegen.Sehr lange Bearbeitungszeit und es kam nach einigen Wochen eine Nachricht, ich soll meine Anfrage ein zweites mal übermitteln, um zu bestätigen, dass diese noch aktuell ist.",Lange Antwortzeit und keine Flexibility für Kundenanliegen,1
4481,Ich bin schon viele Jahre bei der Ing. Eigentlich fast von Anfang an. Bis jetzt bin ich immer zufrieden und es gibt nichts Negatives zu berichten. Besonders die einfache Bedienung der App ist super. Wenn keine größeren Kosten in Zukunft anfallen werde ich noch lange Kunde bleiben. Auch die telefonische Beratung ist immer top. ,Ich bin schon viele Jahre bei der Ing,5
4482,"Kundenservice sehr freundlich, hilfsbereit und lösungsorientiert.",Kundenservice top,5
4483,"Ich wollte ein Tagesgeldkonto abschließen. Leider per Telefon keiner erreichbar. Dann, per Internet, alle Schritte der ING Bank befolgt, per Post Ident identifiziert. Es geschieht nichts bis Heute 09.01.25", Tagesgeldkonto…,1
4484,"Einfache Bedienung über die ING DiBa App und wenn doch einmal Fragen aufkommen, wird man über Menüpunkte in der Hotline zu dem zuständigen Mitarbeiter verbunden. Die Mitarbeiter sind freundlich und sehr hilfsbereit. Klare Weiterempfehlung!",Super schnelle und freundliche Hilfe,5
4485,Absolut Top noch mal danke an Frau B.S. So soll auch sein Danke ,Absolut Top noch mal danke an Frau B.S,5
4486,"Ich musste mich nach Smartphonewechsel neu in der mobile App verifizieren lassen. Nach ca. 15 minütigem probieren, die Rückseite meines Ausweises über die App zu scannen (Vorderseite hat erstaunlicherweise beim ersten mal funktioniert) habe ich aufgegeben und probiert telefonisch den Kundenservice zu erreichen. Hier wird man erstmal weitere 10 Minuten von einem Sprachcomputer therapiert, welcher Einen bis man zur Auswahl ""mit einem Kundenbetreuer sprechen"" noch mit Werbung und irgendwelchen Sonderaktionen vollquatscht. Ergebnis der Aktion: die ach so tolle Online Bank ING Diba schickt mir jetzt einen Brief mit einem Verifizierungscode. Auf die Frage ob denn zukünftiger Schriftverkehr ganz altmodisch mittels Brief erfolgen kann, teilte mir die Kundenbetreuerin mit, dass dies nicht möglich sei, da die Bank eine Online Bank wäre. Da musste ich ja fast schon wieder lachen.Kundenbetreuung Note 6.",App Verifizierung,1
4487,Ich bin sehr zufrieden!,Ich bin sehr zufrieden!,5
4488,"Wir haben 2 Baufinanzierungen und einen Ratenkredit. Diese 3 Finanzierungen sind nicht miteinander verknüpft. Nur auf der HandyApp kann man zwischen Baufi und Ratenkredit wechseln und um diese Funktion zu finden muss man Experte oder ""eingeweiht"" sein.Die wirklich nette Dame vom Support (den man manchmal nach wenigen Minuten erreicht, manchmal nach 20-30 Minuten...) wollte nicht mit meiner Frau sprechen, obwohl die Baufis auf unserer beider Namen laufen. Ungünstig!Da der Zugriff auf die Baufis nicht am PC möglich sind, musste ich über die HandyApp Links erstellen. Die Darstellung dort war kryptisch / wie verschlüsselt &gt; mit der angebotenen KI kann man den Kontoauszug in deutsche Sprache übersetzen. Und  jetzt kann ich mir LINKS an privat senden. Dort kann man dann Onlinedokumente erstellen und in PDF drucken. Super!1 Stunde Zeit vertrödelt für etwas, was einfach da sein und fertig abrufbereit sein sollte.Die 2 Sterne gibt es für die nette Dame im Service. Der Rest ist unterirdisch schlecht!",Wir haben 2 Baufinanzierungen und einen…,2
4489,Ich habe die 200€ immer noch nicht bekommen obwohl ich Anfang Dezember an der Aktion teilgenommen habe.,Ich habe die 200€ immer noch nicht…,1
4490,"Wer glaubt, er kann hier über sein Tagesgeld verfügen, der irrt. Ich versuche seit 3 Tagen an mein Geld zu kommen und habe die Staatsanwaltschaft eingeschaltet,",Strafanzeige erstattet BETRÜGER,1
4491,"Nach einer längeren Prozedur bis ich die lebendige Beraterin am Apparat hatte war es eine kurze, zielführende Info (weil ich vergessen hatte, WO ich weiter klicken musste), die das Problem sehr schnell löste. SUPER und FREUNDLICH !",Nach einer längeren Prozedur bis ich…,5
4492,"Sehr freundliche und kompetente Beratung am Telefon, alle meine Fragen wurden beantwortet. Sehr zufrieden, auch wenn die Wartezeit etwas länger war, gebe ich für die Leistung dennoch 5 Sterne. ",freundlich und kompetent,5
4493,Wartezeit 36 Minuten. Viel zu lang. Beratung sehr gut 👍 ,Wartezeit 36 Minuten,3
4494,"Super Bank Sehr netter Herr im Kundenservice, Weis leider den Namen nicht mehr 🤦‍♀️Hat mir sofort und professionell mit meinem Problem weitergeholfen und auch gelöst danke dafür hat mir den Tag gerettet 😊👍",Super Bank ,5
4495,Die Kundenberatung war sehr hilfreich und kompetent!Sehr freundlich und gute Beratung!,Die Kundenberatung war sehr hilfreich…,5
4496,"Habe heute endlich meinen vor wenigen Monaten gekündigten ETF-Sparplan erneuert und eine zusätzliche Einmalzahlung geleistet mit Hilfe eines sehr geduldigen Mitarbeiters. Dieses Telefonat stand mir etwas bevor, und ich - 80jährig - hatte es längere Zeit hinausgezögert...Völlig unnötig! Telefon, Handy und Laptop wurden kombiniert und mir hilfsbereit der ""Weg"" zu den Buttons gewiesen. Ein Mitarbeiter, der am richtigen Serviceplatz sitzt.   D A N K E .UND WIE EASY DIE APP ZU BEDIENEN IST!!! ALLES SOFORT IM BLICK. 1A.Ihnen allen viel Erfolg und Freude im Neuen Jahr 2025Anne ",Hilfsbereitschaft und Geduld gerade auch bei älteren Kunden ,5
4497,Sehr nettes und entgegenkommendes Gespräch,Sehr nettes und entgegenkommendes…,5
4498,Ich bin begeistert hat alles super geklappt mit der Eröffnung des neuen Kontos. Läuft alles einfach und schnell mit der App .,Ich bin begeistert hat alles super…,5
4499,"Update: vielen Dank an ING für die Antwort: ich habe bereits eine weitere mail geschickt und immer noch keine Antwort erhalten ...bezieht sich auf ING Business:ich warte seit dem 6.12.2024 auf Antwort auf eine email. telefonisch x-fach versucht: jedesmal minutenlange Wartezeit, bis dann die Verbindung gekappt wird. Das ist leider unterirdischer Service für ein Business-Konto.",bezieht sich auf ING Business: Service unterirdisch,1
4500,"Das Telefonat am 8.1.2025 mit einer Mitarbeiterin von der ING war sehr hilfreich, kompetent sowie zielorientiert und sehr freundlich.Wir möchten uns dafür herzlich bedanken.",Das Telefonat am 8.1.2025 mit einer…,5
4501,"Zahlungen werden leider NICHT in Echtzeit vom verfügbaren Kontostand abgezogen, dies wäre eine sinnvolle Verbesserung und kenne ich von anderen Banken wie Postbank und Comdirect anders. Die Abbuchung erfolgt zwar auch erst später, aber der verfügbare Kontostand wird immer sofort angezeigt. Also 1x der Kontostand der tatsächlich auf dem Konto ist, darunter noch 1x der Kontostand den man hätte wenn die Abbuchung erfolgt. Liebe ING, ich rede nicht von irgendwelchen Kautionen oder ähnlichen Dingen. Es geht nur um Abbuchungen die bei Kartenzahlungen in Geschäften anstehen. Einfach zwei Kontostände anzeigen.Saldo Geld auf dem Konto,  darunter Saldo verfügbar nach Vormerkung der Abbuchung.Hier bei ING ist es schon störend wenn man viele Beträge hat,  z.B. die aus verschiedenen Geschäften vom Einkauf stammen. Man muss leider Kopfrechnen ob noch genug Geld auf dem Konto ist. Wenn das mal endlich verbessert wird, gäbe es auch 5 Sterne und weiterempfehlungen.",KEIN Echtzeit Kontostand !!!,3
